,total_impact,peak_daily_impact,num_fires,total_acres,average_impact_per_fire,impact_density,Year,smoke_estimate
46,8039.846117437999,0.8333333333333334,1064,1455111.838867505,7.556246350975563,0.005525242735771642,2010,0.6426601925945691
47,12395.409463616215,0.8333333333333334,1780,7632384.075808648,6.963713181806862,0.001624054730540133,2011,1.0
48,10406.771104410216,0.8333333333333334,1526,5285229.474737657,6.8196403043317275,0.0019690291886383564,2012,0.83684782155648
49,5323.784873788829,0.8333333333333334,885,1590195.4998648106,6.015576128574948,0.003347880731797711,2013,0.4198286724058974
50,6125.774062776362,0.8333333333333334,1052,2575010.048484457,5.82297914712582,0.0023789321002384966,2014,0.48562559453894466
51,7939.856344595593,0.8333333333333334,1288,2107412.8791654264,6.164484739592852,0.0037675846167078185,2015,0.634456816055144
52,10987.006373365612,0.8333333333333334,1635,4253569.133089458,6.719881573923922,0.002583008769716531,2016,0.8844515739942193
53,10541.033218287288,0.8333333333333334,1639,5905925.111039766,6.431380853134404,0.0017848233799279396,2017,0.8478629748446939
54,11380.663555270845,0.8333333333333334,1510,4737076.257514513,7.536863281636321,0.002402465769306011,2018,0.9167480579127028
55,7349.688469492547,0.8333333333333334,1227,1320597.6761723608,5.989966152805661,0.00556542586898607,2019,0.5860381711946026
56,9253.743196364612,0.8333333333333334,2185,3036508.6225336976,4.235122744331631,0.003047494457184575,2020,0.7422509260812639
